text,label
"Yediğim domatesin içinden kurt çıkmıştı , hala domates yiyemiyorum.",tiksinti
Arkadaşımın ağzından garip sesler çıkartması.,tiksinti
Hakan'ın hapşırmasından tiksiniyorum.,tiksinti
Üzerimde gördüğüm hamam böceğinden tiksindim.,tiksinti
Hep aynı yemeği yemekten tiksindim,tiksinti
"Kibirli, egoist insanlardan tiksinirim.
      Okul çıkışı bir şahsın yüzüme karşı hapşırmasından tiksindim.",tiksinti
Olgun sandığım eski sevgilimin çocuksu davranışlarını gördüğümde tiksinmiştim.,tiksinti
tuvaletlerin pis bırakılmasından ve yeterince temizlenmemesinden hoşlanmam,tiksinti
Karşımdaki erkek benimle insan değilmişim gibi konuşuyorsa ondan tiksinirim.,tiksinti
anlattığın şeyi dinlemeyen insanlardan tiksiniyorum.,tiksinti
yanımda birinin ağzını şapırdatarak yemek yemesinden hiç hoşlanmam,tiksinti
Birisi önümde kusarsa.,tiksinti
Yemek hanelerdeki yemek artıklarından.,tiksinti
Bütün taciz ya da tecavüz haberleri beni tiksindiriyor.,tiksinti
Yemeğimden kıl çıkması ve yemek yerken ağız şapırdatmak.,tiksinti
Küflü tatlı yemiştim ve bu yüzden 1 ay tatlı yemedim.,tiksinti
Temiz olmayan insanlar.,tiksinti
Üstüme çıkan böceklerden tiksinirim.,tiksinti
Arkadaşlarımın yaptıkları deney sıvısını koklattıkları zaman tiksindim.,tiksinti
Konuşurken yüzüme tükürük saçan insanlardan.,tiksinti
Kusmuk görmek.,tiksinti
Çok fazla renkli kalem kullanılmasından tiksinirim.,tiksinti
havuza girmeden önce başkalarının ve sonra kendi vücuduma baktığımda tiksinmiştim.,tiksinti
Sıcak olduğu zamanlar insanların ter kokması,tiksinti
Arkadaşım sabah kalktığında ilk önce sigara içmesi beni tiksindirdi.,tiksinti
sokaklara tiksinen yaratıklardan oldukça tiksiniyorum,tiksinti
Yemek sırasında ağzını şapırdatarak yemek yemek.,tiksinti
Tuvaletin pis kokusu.,tiksinti
çaya bisküviyi batırırken içine düşmesi,tiksinti
Temiz olmayan tuvalet gördüğümde.,tiksinti
Sevmediğim kişilerden.,tiksinti
Birisi mayonez yerken gördüğümde.,tiksinti
Düşüncesiz ve egoist insanlardan tiksiniyorum.,tiksinti
tuvaletin kirli bırakılmasından nefret ediyorum.,tiksinti
"biri beni geçince, geçen kişiden tiksinirim.",tiksinti
annem olmadığında bulaşık yıkamak beni tiksindirir.,tiksinti
ishal olunca kendimden tiksinirim,tiksinti
Yanımda sümkürülmesinden tiksiniyorum.,tiksinti
İnsanların ağızlarıyla garip sesler çıkarması.,tiksinti
Böceklerden (örümcek ) tiksinirim.,tiksinti
Karşımdaki kişinin ağzı açık yemek yemesi.,tiksinti
Kereviz kokusundan tiksiniyorum.,tiksinti
bütün dünyaya karşı yüzümüze baka baka yalan söyleyenlerden tiksiniyorum.,tiksinti
Maydanozdan.,tiksinti
Dışarıda sigara içenlerin dumanını çekmekten bıktım.,tiksinti
Böceklerden tiksinirim.,tiksinti
Böcek görmek.,tiksinti
konuşurken tüküren insanlardan tiksiniyorum,tiksinti
Yolda tüküren insan gördüğüm zaman,tiksinti
Temiz olmayan yerler.,tiksinti
Çevreyi kirleten herkesten tiksinirim.,tiksinti
pis kokular midemi bulandırır.,tiksinti
Bir insanının önümde kusması.,tiksinti
Yollara tüküren insanlar.,tiksinti
bir kermesten aldığım baklava dilimlerinin içinden kıllar çıktı ve o gün hiçbir şey yiyemedim,tiksinti
Sınıf arkadaşımın burnunu karıştırması.,tiksinti
"temiz olmayan bir oda beni tiksindirir.
      tiksinmek için bana temiz olmayan her şeyi kapsayabilir.",tiksinti
Sokaklardaki hayvan dışkıları.,tiksinti
Kötü kokular.,tiksinti
Yolda giderken bir adamın tükürdüğünü sonra başka tarafa bakınca başka bir adamın burnunu karıştırdığını gördüğümde tiksindim.,tiksinti
Çok fazla kan görmek.,tiksinti
Yanımda hasta olan birisinin hapşırması ya da öksürmesinden tiksiniyorum.,tiksinti
Yerlere tükürülmesinden tiksiniyorum.,tiksinti
Birisi kusunca.,tiksinti
2.5 TL'ye aldığım dönerin martı eti çıkması,tiksinti
bir arkadaşım veya akrabam burnunu karıştırdığında veya iğrenç hareketler yaptığında tiksinirim.,tiksinti
bir arkadaşımın yemek yerken ağzını şapırdatmasından çok tiksinirim.,tiksinti
Terli birisinin bana dokunması.,tiksinti
Birileri berbat bir şey yediğinde ya da söylediğinde.,tiksinti
Yola çöp atan insan görmek hoşuma gitmiyor.,tiksinti
Yağlı bulaşık gördüğümde.,tiksinti
Tuvaletten çıktıktan sonra suların akmadığını gördüğümde.,tiksinti
"Yere tükürüp, şap şap yemek yiyip,ter kokanlardan midem bulanıyor",tiksinti
Kusmuk görmek.,tiksinti
Sümüğümün elime bulaşmasından tiksindim.,tiksinti
Arkadaşımın kusması.,tiksinti
Babam dişini gıcırdattığı zaman.,tiksinti
Arkadaşımın su içerken gülüp kusmasını çok tiksinç buluyorum.,tiksinti
Kusmuk görmek.,tiksinti
küçükken babamın sakallarından iğrenirdim.,tiksinti
Yemek yerken ağzı açık ve sesli yemek yiyenler.,tiksinti
Birisinin kustuğunu görmek.,tiksinti
Bir arkadaşımın sınıfta kusması.,tiksinti
Pişmemiş köfte yemek üzereydim.,tiksinti
Bezelyeden tiksinirim.,tiksinti
Birisi yere tükürdüğü zaman.,tiksinti
arkadaşım birinin çiğnediği sakızı çiğnemişti.,tiksinti
Yoldan geçen insanların yere tükürmelerinden tiksinirim.,tiksinti
Kurban bayramında kurban kesilirken görmek.,tiksinti
Elleri pis kokan bir arkadaşımdan.,tiksinti
Arkadaşlarımdan aldığım kötü kokulardan tiksiniyorum.,tiksinti
biri yere tükürdüğünde,tiksinti
Televizyonda ya da herhangi bir yerde tarantulanın resmini görünce şekilden şekil'e giriyorum.Tek tiksindiğim şey o  olabilir.,tiksinti
Kıskanç ve fesat insanlardan.,tiksinti
Tahtaya tırnak sürtünmesi gibi tiz sesler.,tiksinti
Sigara içen insanlardan.,tiksinti
amcanın şeker olduğunu söylediği şeyin şeker olmadığını iş işten geçtikten sonra fark ettiğimde tiksinmiştim,tiksinti
"bir hastanın kafasında kurtlanma olmuştu, o beni çok tiksindirdi.",tiksinti
Okula gelirken bir adam yere tükürmüştü ve çok tiksinmiştim.,tiksinti
Temiz kaşıkların yanındaki bulaşıklardan tiksinirim.,tiksinti
Kişisel temizliğine dikkat etmeyen insanlardan.,tiksinti
Yemeklerden kıl çıkınca.,tiksinti
Yemeğimden saç çıktığı zaman.,tiksinti
Toplu taşıma araçlarında kalabalıkta sıkışık olduğumuz zamanlar tiksiniyorum.,tiksinti
Yere tükürülmesi.,tiksinti
Böceklerden tiksinirim.,tiksinti
Yüksek sesle öksürülmesi.,tiksinti
önümde biri kusunca tiksiniyorum.,tiksinti
Sigaranın kokusundan.,tiksinti
Başka birisinin eşyasını kullanmaktan.,tiksinti
Ağzı açık yemek yenmesi ve babam yaşındaki adamların dik dik bakması.,tiksinti
Yere tüküren ve çöp atan insanlardan.,tiksinti
Yemekten kıl çıkınca.,tiksinti
okul tuvaletlerinden tiksiniyorum.,tiksinti
"Domates salçası vb. ürünlerin üzerinde oluşan küf görüntüsü, beni gerçekten rahatsız ediyor.",tiksinti
sümüklü peçetelerinin sıraların altında olması,tiksinti
Kusmak.,tiksinti
Ölü hayvan gördüğüm zaman.,tiksinti
erkek bir arkadaş grubunun yanımdan küfrederek geçmelerinde tiksiniyorum.,tiksinti
Kendi çatalı ile kediye yemek yediren birisini gördüğümde.,tiksinti
Tükürmek.,tiksinti
Burnunu karıştıran insanlardan.,tiksinti
Sokakta yere tüküren insanlar gördüğüm zaman.,tiksinti
Çöpünü sokağa atan insanlardan tiksindirici oluyorlar.,tiksinti
duvarda kocaman zehirli örümcek gördüğümde tiksindim.,tiksinti
Kusmuk.,tiksinti
"""MOBA"" oyunlarda form çalanlardan tiksiniyorum.",tiksinti
"Fare, böcek ve sürüngenler.",tiksinti
Arkadaşım içki içip  nasıl kustuğunu anlattığı zaman.,tiksinti
Pis olan tuvaletlerden.,tiksinti
Sapsarı bakımsız dişlerden ve ağızdan tiksiniyorum,tiksinti
Yanımda sigara içildiğinde tiksinirim.,tiksinti
Kötü kokan tuvaletler.,tiksinti
terör olaylarından tiksiniyorum.,tiksinti
Şapırdatarak yemek yenmesinden.,tiksinti
Teyzelerin beni ıslak ıslak öpmesi.,tiksinti
Ter kokusundan tiksiniyorum.,tiksinti
Tam banyo edeceğim sırada gördüğüm böcekten tiksindim.,tiksinti
sigara kokusundan tiksiniyorum.,tiksinti
Bilerek ve vurgulayarak garip davranışlar gösteren insanlardan tiksinirim.,tiksinti
Tükürük.,tiksinti
6.45 te sabah kahvaltısı yapmaktan tiksiniyorum.,tiksinti
Tuvalet tıkanınca taşmıştı. Dışkılar yüzüyordu her yerde.,tiksinti
ayak çorabını bir haftada değiştiren etrafa koku yayan insanlardan tiksiniyorum,tiksinti
"birinin ter kokması, yaşlı eli öpmek",tiksinti
Evde yerde kıl görmekten tiksiniyorum,tiksinti
Sınıfımdaki kızlardan tiksiniyorum.,tiksinti
Böcek görünce tiksinirim.,tiksinti
Okul tuvaletlerindeki hoş olmayan davranışlar.,tiksinti
yanımda sigara içen insanlardan.,tiksinti
Kulak pisliği gördüğümde.,tiksinti
Sınıfta birisi kusunca tiksinirim.,tiksinti
Yağlı Sivilcelerini ulu orta yerde sıkan insanlar,tiksinti
farelerden bahsedildiğinde tiksinirim,tiksinti
Elime sinen sigara kokusundan çok tiksiniyorum.,tiksinti
yolda yürürken yere tüküren insanları görmek,tiksinti
Otobüste arkadaşımın kusmasından tiksindim.,tiksinti
Kokan insanlar.,tiksinti
Arkadaşımın her yere kusmasından.,tiksinti
Akşam yemekte mantar olduğunu görünce tiksindim.,tiksinti
bir yemek ortamında sürekli ses çıkararak yemek yenmesi,tiksinti
Evde gördüğüm böcekten tiksindim.,tiksinti
Yemek yerken ağız şapırdatmak.,tiksinti
Ağız kokusu.,tiksinti
Ter kokusundan çok tiksinirim.,tiksinti
Yemek kokusu.,tiksinti
Yerde tükürük görmek.,tiksinti
Böceklerden tiksinirim.,tiksinti
Sigara içen birisiyle aynı ortamda bulunmak tiksindiriyor.,tiksinti
bir yere gittiğimde orası yeterince temiz olmadığında,tiksinti
Böceklerden tiksinirim.,tiksinti
Yemekten saç çıkması.,tiksinti
Bir yarışmada yarışmacıların canlı kurtçuk yemesinden iğrendim.,tiksinti
istem dışı dahi olsa herhangi bir kusma ile karşı karşıya geldiğimde tiksiniyorum.,tiksinti
Kokan ayaklar.,tiksinti
Toplu kullanılan yerlerin pis bırakılmasından tiksinirim.,tiksinti
Bazı erkeklerin laf atmasından tiksiniyorum,tiksinti
Yanımda birisinin yere tükürmesinden tiksinirim.,tiksinti
Burnunu karıştıran birisini gördüğüm zaman.,tiksinti
Göğsü kıllı ve altın zincir takan erkeklerden tiksinirim.,tiksinti
Yemekhane yemeğinden sinek çıktığı zaman.,tiksinti
Fakirler ve köylülerden tiksinen insanlardan tiksinirim.,tiksinti
Kusmuk.,tiksinti
Böceklerden.,tiksinti
Böceklerden iğreniyorum.,tiksinti
oral yollu gaz çıkışından tiksinirim,tiksinti
Tırnağın duvara sürtme sesi.,tiksinti
sigara kokusundan tiksinirim.,tiksinti
Yapmacık  ve kendini sürekli öven insanlardan tiksiniyorum.,tiksinti
Saçıma herhangi bir şeyin sürülmesine.,tiksinti
Böcek yiyen insanlardan tiksiniyorum.,tiksinti
Birinin kusma anına şahit olmak.,tiksinti
Sümüklü böcek.,tiksinti
Sevmediğim bir yemeği yediğim zaman.,tiksinti
Hayvan ölüsü gördüğümde.,tiksinti
ağız kokusundan tiksinirim.,tiksinti
Dışarıda yenilen yemeklerden tiksinirim,tiksinti
Halka açık tuvaletlere ne zaman girsem tiksinirim.,tiksinti
Araba ezmiş bağırsakları dışarıda bir kedi gördüğümde.,tiksinti
Balgam.,tiksinti
Esnerken ağzını kapatmayanlara gıcık oluyorum,tiksinti
Bazı erkeklerin iğrenç bakışlarından tiksiniyorum.,tiksinti
insanların kişisel temizliklerine özen göstermeyip kokmasından tiksiniyorum,tiksinti
Ağzı açık yemek yiyen ve bakımsız olan insanlardan.,tiksinti
Çöp.,tiksinti
Tırnağımın arasına bir şey girmesinden tiksinirim.,tiksinti
Yemeğimden kıl çıkınca.,tiksinti
Hayvan kokusu.,tiksinti
insanların sokakta tükürdüğünü görünce midem bulanıyor,tiksinti
Parçalanmış kedi yavrusu gördüğümde tiksindim.,tiksinti
Birisinin yola tükürmesi.,tiksinti
Tuvaletleri pis bıraktıklarında.,tiksinti
Ağız kokusundan tiksinirim.,tiksinti
Sabah uyanıp ağzını yüzünü temizlememiş bir insanın ağız kokusu beni karşımdaki kişiden tiksindiriyor,tiksinti
Sevmediğim bir yemeği yemek.,tiksinti
Yediğim yemekten kıl çıktığı zaman.,tiksinti
Çürük ya da kurtlu olan meyveler.,tiksinti
arkadaşım yemekhanede elini çorbaya sokunca çok iğrendim.,tiksinti
Kurban bayramında sokaklardaki et kokusundan tiksiniyorum.,tiksinti
Yerde gördüğüm fareden tiksindim.,tiksinti
kötü kokulardan rahatsızlık duyuyorum.,tiksinti
bedensel temizliğine dikkat etmeyen insanlardan uzak kalmaya çalışıyorum.,tiksinti
Tebeşir sesi ve birinin kusması.,tiksinti
Midemi bulandıran bir şey olduğunda.,tiksinti
Küflenmiş yiyecekleri görünce çok tiksindim,tiksinti
Kusmuk gördüğümde tiksindim.,tiksinti
Yanımda ses çıkartarak sakız çiğnenmesinden.,tiksinti
Ter kokan insanlardan çok tiksinirim,tiksinti
Toplu taşıma araçlarındaki tutma demirleri.,tiksinti
Otobüste arkadaşımın kusmasından tiksindim.,tiksinti
Okul tuvaletinden.,tiksinti
Fare sözünü duyduğumda bile tiksinirim.,tiksinti
Elleriyle yemek yiyen insanlar.,tiksinti
Tuvaletin kirli bırakılmasından tiksinirim.,tiksinti
Balık ve balık kokusuna tahammülüm yoktur çok tiksinirim.,tiksinti
Kötü kokulardan tiksinirim.,tiksinti
babamın sigara içmesinden tiksiniyorum.,tiksinti
Sebze yemeklerinin kokusu.,tiksinti
Yola tükürülmesinden tiksinirim.,tiksinti
Yağlı ve kepekli saçlardan.,tiksinti
Sevmediğim bir yemeği gördüğüm zaman.,tiksinti
pis kokudan tiksinirim,tiksinti
insanların içerisinden yere tükürebilecek kadar pislik insanlar var.,tiksinti
Kusmuk görmek.,tiksinti
Çatal ya da bıçakla tabağı çizmek.,tiksinti
Birisinin yemek yerken ağzını açması.,tiksinti
Ayağıma kusmuşlardı.,tiksinti
Kusan birisini görmek.,tiksinti
Karşımda sakız çiğneyen insanlardan.,tiksinti
Yediğim yemeğin uzun tırnaklı ve elleri pis birinin yaptığını öğrendiğimde. Mesela en yakın arkadaşım Esra'nın tırnakları çok uzun asla onun elinden yemem.,tiksinti
benzinlikte girdiğim tuvaletin kötü kokusunu iğrenç buluyorum.,tiksinti
İnsanların yemek yerken ağzını şapırdatması.,tiksinti
"Yemeğin içinde kıl,saç teli gördüğüm zaman  inanılmaz derecede tiksinirim.",tiksinti
Tırnak kesen birisini gördüğüm zaman.,tiksinti
Yediğim bir yemeğin kötü koşullarda yapıldığını öğrenmek.,tiksinti
Kusan birisini görmek.,tiksinti
"tuvalete gittim bir baktım ki böcek ve tavanda örümcekler var, tuvalette ilk defa midem bulandı, acele yaptım",tiksinti
iki kişinin bilek güreşi yaparken birinin kolunun kırılma videosunu izlediğimde midem bulunmıştı,tiksinti
İnsanların salakça sözlerinden tiksinirim.,tiksinti
Bebeklerin kusması.,tiksinti
Ruh halime göre tiksindiğim şeyler değişir.,tiksinti
YOLDA TÜKÜREN İNSANLARDAN ÇOK TİKSİNİRİM,tiksinti
Yatağımda hamam böceği gördüğüm zaman.,tiksinti
Yemeğimden kıl çıktığında.,tiksinti
"kendini diğer insanlardan üstün görerek onların hayatına karışabileceğini, onları eleştirebileceğini düşünen ve bunu yapan insanlardan gerçekten iğreniyorum.",tiksinti
arkadaşımın osuruğu çok pis kokar,tiksinti
Annemden tiksiniyorum.,tiksinti
Böceklerden tiksinirim.,tiksinti
restoranda bir adamın ağzını açık bırakarak yemesi beni çok tiksindirdi.,tiksinti
Kibirli davranıp başkalarını ezen insanlardan tiksinirim.,tiksinti
Bir arkadaşımın alkol aldıktan sonra eve kusması.,tiksinti
Birisi üstüme öksürdüğü zaman tiksinirim.,tiksinti
çocuklarımızın yanında sigara içilmesinden hoşlanmıyorum,tiksinti
Okulda yediğimiz çok kötü yemekten dolayı bir çok kişi tiksintiyle kustu.,tiksinti
"okul müdürünün kişisel alanıma girmesinden nefret  ediyorum, her yeni sansasyonel açıklamaları midemi bulandırıyor, tiksiniyorum.",tiksinti
Gübre kokusu.,tiksinti
Okuldaki pis tuvaletler.,tiksinti
Yağmurdan sonra ortaya çıkan salyangozun üstüne bastığımda tiksindim.,tiksinti
"sapık ve pis erkeklerden, aç gözlülerden ve kıskanç insanlardan midem bulanacak kadar tiksiniyorum.",tiksinti
Birinin konuşurken ağzından tükürük saçmasından tiksinirim.,tiksinti
Pis tuvaletler ve böcekler.,tiksinti
Cinsel organlar.,tiksinti
Yere tükürülmesinden tiksinirim.,tiksinti
arkadaşım gözümün önünde burnunu silmişti.,tiksinti
Otobüste yanıma pis kokan bir kişi oturduğunda tiksinirim.,tiksinti
Böcekleri öldürenlerden tiksinirim.,tiksinti
Farklı yemeklerin bir birine karıştırılıp yenmesi.,tiksinti
Ağzından ses çıkartarak yemek yenmesi.,tiksinti
otobüs beklerken yanımda sigara içilmesi tiksinçtir.,tiksinti
İnsanların yaralarını görmek.,tiksinti
İnsanların yerlere tükürmelerinden tiksinirim.,tiksinti
Yolda kedi veya köpeğin araçla ezilmiş cesedini gördüğümde tiksinirim.,tiksinti
ter kokan kişilerden hiç hoşlanmıyorum.,tiksinti
Tırnakları uzun erkeklerden tiksinirim,tiksinti
Sokakta kanca gibi bir şey ile parçalanmış kedi ölüsü gördüğümde.,tiksinti
İğrenç kokan tuvaletlerden.,tiksinti
Sigara kokusu.,tiksinti
Sigaradan tiksindiğim kadar hiçbir şeyden tiksinmem.,tiksinti
Başkasının içtiği bardaktan su içmek.,tiksinti
"Okul tuvaletleri, fareler ve böcekler.",tiksinti
Hamam böceği gördüğümde.,tiksinti
Birisinin yanımda kusması;,tiksinti
Tiki kızlarla aynı ortamda bulunmak beni tiksindiriyor.,tiksinti
Birisinin karşımda ayaklarıyla oynamasından tiksinirim.,tiksinti
yanımda sigara içilmesini sevmiyorum.,tiksinti
Kuş pisliği.,tiksinti
ağzını şapırdatarak yemek yiyen insan ve yere tüküren insan,tiksinti
Toplu taşım araçlarında seyahat ederken yanımdaki kişilerin temasından hoşlanmıyorum,tiksinti
Okuldaki tuvaletlerin idrar kokusundan tiksindim.,tiksinti
Yemekten kıl çıkması.,tiksinti
birinin kusması,tiksinti
Kusmuk görmek.,tiksinti
Ygs'de sınıftaki kız kusunca çok tiksindim.,tiksinti
Ustabaşı iş yerindeki kanalizasyonu açmak için beni de götürdüğünde çok tiksinmiştim.,tiksinti
sigara kokusundan çok tiksinirim.,tiksinti
Kusmak.,tiksinti
Bir programda sunucunun yediklerinden tiksindim.,tiksinti
Temizlik kurallarına uyulmadığında.,tiksinti
Temizlenmemiş tuvaletlerden tiksiniyorum.,tiksinti
Hakan'dan tiksiniyorum.,tiksinti
sınıfta arkadaşım istifra etmişti. Bu benim midemi bulandırdı.,tiksinti
Babaannemin çorbalarından tiksiniyorum.,tiksinti
Yoğun olarak duyduğum yemek kokularından.,tiksinti
Kusmuk gördüğüm zaman.,tiksinti
Kereviz yemeğinin kokusu.,tiksinti
Otobüse sarhoş binen adam iğrenç kokuyordu.,tiksinti
Arkadaşımın kedileriyle oynadıktan sonra ellerini yıkamadan bir şeyler yeyip içmesi beni çok tiksindiriyor.,tiksinti
"kereviz, pırasa ve dereotunu midem pek kaldırmaz",tiksinti
okul tuvaletlerine girince.,tiksinti
Yemeğimden kıl çıkması.,tiksinti
Pis kokular.,tiksinti
Kedinin fareyi yediğini gördüğüm zaman.,tiksinti
Sürekli öğüt veren insanlardan tiksiniyorum.,tiksinti
Felipe Melo'dan tiksiniyorum.,tiksinti
Yemekten yabancı cisim çıktığında tiksinirim.,tiksinti
Birinin otobüste sümüklerini tutunma yerlerine  sürmesi.,tiksinti
Burnunu karıştıran birisini gördüğümde.,tiksinti
Dolmuş şoförü yolcuların yanında yoldan geçen bir bayana laf attı. Yolcular tepki vermesine rağmen pişkince devam etti bu durumdan tiksindim.,tiksinti
Sokakta mendil satan bir çocuğun mendillerini ayağıyla tekmeleyen bir adam görmüştüm. O adamdan tiksinmiştim.,tiksinti
Yere tükürülmesi.,tiksinti
sigara kokusu midemi bulandırır,tiksinti
Ezilmiş kurbağa gördüğümde.,tiksinti
Köpeğim kusunca midem bulanıyor.,tiksinti
Süt ve süt ürünlerine dokunmak.,tiksinti
Kusmuk.,tiksinti
Okul tuvaletinde sigara içilmesi tiksindiriyor.,tiksinti
Kız arkadaşımın koltuk altı kıllarını gördüm.,tiksinti
yemeğimin içinde yüzen sinek beni tiksindirir.,tiksinti
birisi kusarsa tiksinirim,tiksinti
televizyonda yılan belgeseli görünce tiksindim.,tiksinti
kardeşimin çoraplarının evin her yerinde gezinmesi beni rahatsız ediyor.,tiksinti
ağzıma sinek girdiğinde çok tiksinirim,tiksinti
elmada yarım kurt böceği bulunca çok tiksinmiştim.,tiksinti
Almanca notumu görünce kendimden tiksindim.,tiksinti
Sevmediğim biri bana dokununca alerji yaparmışcasına çok tiksinirim.,tiksinti
Ter kokan insanlar.,tiksinti
Otoriteye boyun eğen ve boyun eğmeyenlere de garip bakan insanlardan tiksinirim.,tiksinti
Şımarık insanlardan tiksinirim.,tiksinti
Birisi önümde kusarsa.,tiksinti
Birisinin kusması.,tiksinti
"Travestiler ile ilgili bir video izledim. (yanlışlıkla)
      Aptal kızlardan.",tiksinti
Hava atan insanlar tiksindirir.,tiksinti
Otobüsteki adamın burnunu karıştırdığını görünce midem bulandı.,tiksinti
Çürük yumurta yemiş gibi kokuyordu.,tiksinti
İçtiği içeceği püskürten insanlar.,tiksinti
Öğretmenin tiz sesi.,tiksinti
Kusmuk.,tiksinti
Ter kokan insanlar.,tiksinti
Ölmüş bir hayvan gördüğümde.,tiksinti
Yalan söyleyen insanlardan tiksinirim.,tiksinti
Yere tükürülmesi.,tiksinti
Yere balgam atan kişileri gördüğümde.,tiksinti
Yemekhanede kedi olmasından ve yemeklerden kıl çıkmasından tiksinirim.,tiksinti
ablamın ev arkadaşının saçlarını yere atmasından tiksiniyorum.,tiksinti
Mide bulandırıcı her şey.,tiksinti
kötü niyetli bakan erkeklerden tiksiniyorum,tiksinti
Yemekten kıl çıktığında tiksinirim.,tiksinti
Yolda ölü kedi görmem.,tiksinti
çorabın kötü kokmasından tiksiniyorum,tiksinti
domatesten tiksiniyorum .,tiksinti
hapşırırken mendil kullanmayanlardan çok iğrenirim.,tiksinti
Evde evcil hayvan beslenmesinden hoşlanmıyorum.,tiksinti
Okula giderken arkadaşım kustu.,tiksinti
insanların benim içtiğim şişeden içmek istediğinde tiksiniyorum.,tiksinti
Böceklerden.,tiksinti
yurtta kaldığım zamanlarda midem çok bulandı.,tiksinti
Gözümün önünde kusulması.,tiksinti
Evime bir misafir geldiğinde çorabı kokunca çok tiksindim.,tiksinti
Pis yerlerde durmaktan tiksiniyorum.,tiksinti
İnsanlar rol yapıyor ve yalan söylüyor. Hepsinden tiksiniyorum.,tiksinti
Hamam böceği gördüğümde.,tiksinti
Kusmuk görmek.,tiksinti
"""Lakerdeta"" yediğimde tiksindim.",tiksinti
Deri hastalığı olan birisini gördüğüm zaman.,tiksinti
tuvalete girdiğimde olması gerekenden çok daha kirli bırakılmışsa çok tiksinirim.,tiksinti
Tırnaklarını yiyen insanlardan.,tiksinti
Eşine şiddet uygulayan insanlar.,tiksinti
Erkekler tuvaletinin kokusundan midem bulandı.,tiksinti
Erkekler tuvaletinden.,tiksinti
Yemeğimden bir şey çıkması.,tiksinti
Yolda kesip biçilmiş hayvanlar gördüğümde tiksiniyorum.,tiksinti
Kedi kesme videoları.,tiksinti
Arkadaşımın yanımda kusması.,tiksinti
Ağzın içinde yiyecek görmek.,tiksinti
Birisinin beni kıskanıp bunu hırs haline getirmesinden tiksiniyorum.,tiksinti
7. sınıfta böbrek incelediğimiz zaman.,tiksinti
seçim arabalarının yüksek sesle seçim şarkısı çalması iğrençtir,tiksinti
Erkeklerin tuvaletten çıktıktan sonra ellerini birbirlerine sürtmesi.,tiksinti
Satıcının yanına yaklaşıp etrafa yaydığı iğrenç kokuları fark edince ne alacağımı unutup derhal oradan uzaklaştım.,tiksinti
Dedemin kurbanlık keçinin bağırsağını ellediği zaman.,tiksinti
Kusan birisini gördüğümde.,tiksinti
kardeşimden tiksiniyorum.,tiksinti
Burnunu karıştıran birisini gördüğüm zaman tiksinirim.,tiksinti
Arkadaşım elini yıkamadan yemek yapmıştı.,tiksinti
Benim tabağımdan yemek yenmesi ya da bardaktan su içilmesi tiksindiriyor.,tiksinti
önümde biri kustuğunda tiksinirim.,tiksinti
Yediğim yemekten yabancı madde çıktığı zaman tiksinirim.,tiksinti
Yumurta kokusundan.,tiksinti
İnsanlar yola tükürdüklerinde tiksinirim.,tiksinti
Yanımdaki insanın ter kokması.,tiksinti
Toplu taşıma araçlarında aşırı parfüm kokusundan tiksinirim.,tiksinti
"insanların kendilerini ön plana çıkarmaya çalışması, dünyanın kendi etraflarında döndüğünü sanmaları, her şeyi eleştirmeleri ve memnun olmadıkları hayatlarından hep başkalarını sorumlu tutmaları bende tiksinmeye yol açıyor.",tiksinti
Bardağımı birisinin  kullanmasından hoşlanmam.,tiksinti
Dışkı görmek.,tiksinti
Okul çıkışı yoldan geçerken hissettiğim kokudan tiksiniyorum.,tiksinti
"Yediğim yemekten kullanılmış yara bandı çıkmıştı, çok tiksinmiştim.",tiksinti
yumurta yiyen insanlardan tiksinirim.,tiksinti
Çorap ve ter kokusu.,tiksinti
İnsanların yanımda ağzını şapırdatarak yemek yemesi.,tiksinti
Ağzını şapırdatan insanlardan tiksiniyorum.,tiksinti
Hayvan ölüsünden tiksinirim.,tiksinti
Birisinin karşımda burnunu karıştırması.,tiksinti
Yanımda birisi kusarsa tiksinirim.,tiksinti
Yemeklerden kıl çıkınca.,tiksinti
Aynı sakızı çiğneyen insanları gördüğüm zaman.,tiksinti
Birisinin ağzının değdiğim bir kaşık ya da çataldan yemek yemek.,tiksinti
Birinin boğazını temizleyerek yere tükürmesi.,tiksinti
Bornova Küçükpark'ta bir kafede gelen çayın içerisinden nutellalı kaşığın çıkması aklıma gelen ilk tiksindirici olaydı,tiksinti
Önüme tüküren bir adam olduğunda.,tiksinti
Ağzını şapırdatarak yemek yiyenden tiksinirim,tiksinti
kahve önünde oturup kızlara bakan sapık amcalardan tiksinirim.,tiksinti
Kurban bayramlarında hayvanların iç organlarının kokusu.,tiksinti
İğrenç şeyler görmek beni tiksindiriyor.,tiksinti
Kurbağa görmekten tiksinirim.,tiksinti
Babam ağzını şapurdatarak yemek yediğinde aşırı tiksindim.,tiksinti
Kusan bir insan görmek.,tiksinti
Bulaşık yıkadığım zamanlar.,tiksinti
Öz eleştiri yapmayıp karşısındakini eleştiren insanlar tiksindiriyor.,tiksinti
sigaradan tiksiniyorum.,tiksinti
Barda içen arkadaşımın yanımda kusması.,tiksinti
Birisinin önümde kusması.,tiksinti
Ölü hayvan görmek.,tiksinti
Kusmuk ya da kadınların argo konuşması.,tiksinti
İnsanların ağzını şapırdatması ve yemeğimden sinek çıkması.,tiksinti
